Source,Target,Type
TFonts.FontExt0,TFonts.TravelFont,directed
TCheckoutAPI.CancellationSheetView,TCheckoutAPI.CancellationSheetViewExt0,directed
TCheckoutAPI.CancellationSheetView,TCheckoutAPI.CancellationInfoModel,directed
TCheckoutAPI.CancellationSheetView,TLocalization.TLocalizationStrings,directed
Travel.LegacyHotelsFilterSelectionContainer,Travel.HotelsFiltersStateMachine,directed
Travel.LegacyHotelsFilterSelectionContainer,Travel.HotelsFilterSelectionView,directed
Travel.LegacyHotelsFilterSelectionContainer,Travel.HotelsFilter,directed
TProto.Travel_App_Backend_Api_Trips_V1_StoryBadge,TProto.Travel_App_Backend_Api_Common_V1_ImageURL,directed
TProto.Travel_App_Backend_Api_Trips_V1_StoryBadge,TProto.Travel_App_Backend_Api_Trips_V1_StoryBadgeExt0,directed
TInputs.MordaInputsViewExt0.ViewModel,TLocalization.TLocalizationStrings,directed
TInputs.MordaInputsViewExt0.ViewModel,TInputs.AviaInputsStateMachine,directed
TInputs.MordaInputsViewExt0.ViewModel,TInputs.HotelsInputsStateMachine,directed
TTrips.SkiResortCamerasView,TTrips.ResortButton,directed
TTrips.SkiResortCamerasView,TTrips.SkiResortCamerasViewExt0,directed
Travel.DiscoveryViewExt0.Model,TTravelMap.SearchView,directed
Travel.DiscoveryViewExt0.Model,TTripsAPI.TripSmallView,directed
Travel.DiscoveryViewExt0.Model,Travel.DiscoverySmartRatingView,directed
Travel.DiscoveryViewExt0.Model,TUIUtils.Callbacks,directed
Travel.DiscoveryViewExt0.Model,TUIComponents.ContextErrorView,directed
Travel.DiscoveryViewExt0.Model,Travel.SliderView,directed
TProto.Travel_App_Backend_Api_Promo_V1_PromoRspExt0,TProto.Travel_App_Backend_Api_Promo_V1_PromoRsp,directed
TTravelMap.SearchServiceExt1,TTravelMap.SearchServiceExt1.SearchResult,directed
TPersistance.ProxyCoder,TPersistance.ProxyCoderExt0,directed
TProto.Travel_App_Backend_Api_Trips_V1_ExcursionWidgetExt0._StorageClass,TProto.Travel_App_Backend_Api_Common_V1_ImageURL,directed
TProto.Travel_App_Backend_Api_Trips_V1_ExcursionWidgetExt0._StorageClass,TProto.Travel_App_Backend_Api_Common_V1_DateTime,directed
TProto.Travel_App_Backend_Api_Trips_V1_ExcursionWidgetExt0._StorageClass,TProto.Travel_App_Backend_Api_Trips_V1_ExcursionWidgetButton,directed
TProto.Travel_App_Backend_Api_Trips_V1_ExcursionWidgetExt0._StorageClass,TProto.Travel_App_Backend_Api_Trips_V1_WidgetTitle,directed
TProto.Travel_App_Backend_Api_Trips_V1_ExcursionWidgetExt0._StorageClass,TProto.Travel_App_Backend_Api_Trips_V1_ExcursionWidgetStatus,directed
TProto.Travel_App_Backend_Api_Avia_V1_ServiceClass,TProto.Travel_App_Backend_Api_Avia_V1_ServiceClass,directed
TProto.Travel_App_Backend_Api_Avia_V1_ServiceClass,TProto.Travel_App_Backend_Api_Avia_V1_ServiceClassExt0,directed
TravelWidget.TravelWidgetBundle,TravelWidget.LiveActivity,directed
TNetwork.JWTStateExt0,TNetwork.JWTStateExt0.Action,directed
TProto.Travel_App_Backend_Api_Promo_V1_ScrollCountingBlock,TProto.Travel_App_Backend_Api_Promo_V1_ScrollCountingBlockExt0,directed
TAccountManagement.LoginSDKHandler,TAccountManagement.AccountSetter,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_GetSharedFavoriteHotelsExt0,TProto.Travel_App_Backend_Api_Urlparser_V1_GetSharedFavoriteHotels,directed
TProto.Travel_App_Backend_Api_Trips_V1_AviaWidgetStatusExt0,TProto.Travel_App_Backend_Api_Trips_V1_AviaWidgetStatus,directed
TProto.Travel_App_Backend_Api_Hotels_V1_RoomAdditionalInfoGroupItemExt0,TProto.Travel_App_Backend_Api_Hotels_V1_RoomAdditionalInfoGroupItem,directed
TTrips.TripListStateMachineExt0,TTrips.TripListStateMachineExt0.Action,directed
TTrips.TripListStateMachineExt0,TTrips.TabUpdateModel,directed
TLoyaltyContext.InformerViewModelExt1,TLoyaltyContext.InformerViewModel,directed
TProto.Travel_App_Backend_Api_Serverconfig_V1_FeedbackConfigExt0,TProto.Travel_App_Backend_Api_Serverconfig_V1_FeedbackConfig,directed
TNotificationsRegisterer.StubNotificationsManager,TNotificationsRegisterer.NotificationsStatus,directed
TLoyaltyProgram.LoyaltyFAQView,TLoyaltyProgram.LoyaltyFAQView,directed
TLoyaltyProgram.LoyaltyFAQView,TUIComponents.CustomDisclosureGroup,directed
TTravelMap.SearchSuggestSkeleton,TTravelMap.SearchSuggestSkeletonExt0,directed
TTravelMap.SearchSuggestSkeleton,TUIComponents.SkeletonItem,directed
TInputs.HotelGuestsSelectionStateMachine,TModels.ChildAge,directed
TInputs.HotelGuestsSelectionStateMachine,TInputs.HotelGuestsSelectionStateMachineExt0,directed
TInputs.HotelGuestsSelectionStateMachine,TConfig.HotelsSearchFormConfig,directed
TInputs.HotelGuestsSelectionStateMachine,TInputs.HotelGuestsSelectionStateMachineExt1,directed
Travel.IntervalSliderExt0,Travel.IntervalSliderExt0.BottomLabelsConfig,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_ModalView,TProto.Travel_App_Backend_Api_Urlparser_V1_BottomBarButtons,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_ModalView,TProto.Travel_App_Backend_Api_Urlparser_V1_ModalViewExt0,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_ModalView,TProto.Travel_App_Backend_Api_Urlparser_V1_ModalViewBackgroundActions,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_ModalView,TProto.Travel_App_Backend_Api_Urlparser_V1_ModalViewBlock,directed
Travel.SearchAgeSelectionView,TUIComponents.PlainButton,directed
Travel.SearchAgeSelectionView,Travel.AgeSelectorStateMachine,directed
Travel.SearchAgeSelectionView,TUIUtils.Callbacks,directed
Travel.SearchAgeSelectionView,TLocalization.TLocalizationStrings,directed
Travel.SearchAgeSelectionView,Travel.SearchAgeSelectionView.Constants,directed
TravelUITests.LoyaltyOnboardingScreen,TravelUITests.LoyaltyScreen,directed
TravelUITests.LoyaltyOnboardingScreen,TUITestsHelper.UITestElement,directed
TInputs.TrainsInputsStateMachineExt0.QueryResponse,TInputs.TrainsQueryPoint,directed
TInputs.TrainsInputsStateMachineExt0.QueryResponse,TAnywhere.Proto,directed
Travel.HotelReviewsContainer,Travel.HotelReviewsVerticalCarouselView,directed
Travel.HotelReviewsContainer,Travel.HotelReviewsView,directed
Travel.HotelReviewsContainer,Lab.RootNavigationState,directed
Travel.HotelReviewsContainer,Travel.HotelReviewCardView,directed
Travel.HotelReviewsContainer,TUIUtils.PaginationConfiguration,directed
Travel.HotelReviewsContainer,TLocalization.TLocalizationStrings,directed
Travel.HotelReviewsContainer,Travel.HotelReviewsStateMachine,directed
Travel.HotelReviewsContainer,Travel.HotelReviewFiltersView,directed
Travel.HotelReviewsContainer,Travel.ReviewCardWithRatingsView,directed
Travel.HotelReviewsContainer,TUIComponents.SingleSelectionSheetView,directed
Travel.HotelReviewsContainer,TSnackbar.SnackbarStateMachine,directed
Travel.HotelReviewsContainer,TReviewToHotel.ReviewToHotelModel,directed
TReviewToHotel.RateHotelWriteReviewView,TLocalization.TLocalizationStrings,directed
TReviewToHotel.RateHotelWriteReviewView,TAccessibilityIdentifiers.HotelDetailsViewId,directed
TReviewToHotel.RateHotelWriteReviewView,TReviewToHotel.RateHotelWriteReviewViewExt0,directed
TReviewToHotel.RateHotelWriteReviewView,TReviewToHotel.ReviewStarsView,directed
TProto.Travel_App_Backend_Api_Travelers_V1_GetDocumentReq,TProto.Travel_App_Backend_Api_Travelers_V1_GetDocumentReqExt0,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_ModalViewInternalActionsData,TProto.Travel_App_Backend_Api_Urlparser_V1_CopyValue,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_ModalViewInternalActionsData,TProto.Travel_App_Backend_Api_Urlparser_V1_ModalViewActionCloseModal,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_ModalViewInternalActionsData,TProto.Travel_App_Backend_Api_Urlparser_V1_ModalViewInternalActionsDataExt0,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_ModalViewInternalActionsData,TProto.Travel_App_Backend_Api_Urlparser_V1_ShareDeeplink,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_ModalViewInternalActionsData,TProto.Travel_App_Backend_Api_Urlparser_V1_ModalViewInternalActionsData.OneOf_Value,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_ModalViewInternalActionsData,TProto.Travel_App_Backend_Api_Urlparser_V1_ShareLastOpenedDeeplink,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_TrainsSearchFormExt0._StorageClass,TProto.Google_Type_Date,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_TrainsSearchFormExt0._StorageClass,TProto.Travel_App_Backend_Api_Trains_V1_Suggest,directed
TMockKit.MockNetworkService,TNetwork.ProtoRequest,directed
TMockKit.MockNetworkService,TMockKit.MockNetworkService.MockResult,directed
TMockKit.MockNetworkService,TStore.Message,directed
TProto.Travel_App_Backend_Api_Maprecommendations_V1_MapObjectsSourceType,TProto.Travel_App_Backend_Api_Maprecommendations_V1_MapObjectsSourceTypeExt0,directed
TProto.Travel_App_Backend_Api_Maprecommendations_V1_MapObjectsSourceType,TProto.Travel_App_Backend_Api_Maprecommendations_V1_MapObjectsSourceType,directed
TProto.Travel_App_Backend_Api_Trips_V1_SkiResortCameras,TProto.Travel_App_Backend_Api_Common_V1_ImageURL,directed
TProto.Travel_App_Backend_Api_Trips_V1_SkiResortCameras,TProto.Travel_App_Backend_Api_Trips_V1_SkiResortCamerasExt0,directed
TLoyaltyContext.HotelsInformerTooltipAuthorizedModel,TLoyaltyContext.LoyaltySbpInfoModel,directed
Travel.AllAirportsOption,TUIComponents.FilterTitleType,directed
Travel.AllAirportsOption,TUIComponents.FilterTitleView,directed
Travel.AllAirportsOption,TLocalization.TLocalizationStrings,directed
TProto.Travel_App_Backend_Api_Promo_V1_VipSupportBenefit,TProto.Travel_App_Backend_Api_Promo_V1_VipSupportBenefitExt0,directed
TravelUnitTests.RemoteConfigProviderTest,TFeatureFlags.RemotePredefinedValueProvider,directed
TravelUnitTests.RemoteConfigProviderTest,TAnywhere.Proto,directed
Travel.AllAmenitiesInRoomViewExt0,Travel.AllAmenitiesInRoomViewExt0.Model,directed
Travel.LandingWebViewStateExt0,TStore.Message,directed
TUIComponents.HotelToolbarView,TUIComponents.HotelToolbarTitleView,directed
TUIComponents.HotelToolbarView,TUIComponents.HotelToolbarViewExt0,directed
TInputs.HotelSearchAllInformationView_Previews,TInputs.StubHotelGuestsSelectionNavigationState,directed
TInputs.HotelSearchAllInformationView_Previews,TLocalization.TLocalizationStrings,directed
TInputs.HotelSearchAllInformationView_Previews,TCalendar.DayTypesStateMachine,directed
TInputs.HotelSearchAllInformationView_Previews,TUIUtils.IdentityViewModifier,directed
TInputs.HotelSearchAllInformationView_Previews,TInputs.HotelsFocusedInputStateMachine,directed
TInputs.HotelSearchAllInformationView_Previews,TAnalytics.StubMetricSender,directed
TInputs.HotelSearchAllInformationView_Previews,TInputs.SearchHotelGuestsSelectionState,directed
TInputs.HotelSearchAllInformationView_Previews,TInputs.HotelSearchAllInformationView_Previews,directed
TInputs.HotelSearchAllInformationView_Previews,TCalendar.HotelsCalendarView,directed
TInputs.HotelSearchAllInformationView_Previews,TInputs.HotelsInputsStateMachine,directed
TInputs.HotelSearchAllInformationView_Previews,TInputs.HotelSearchAllInformationView,directed
TInputs.HotelSearchAllInformationView_Previews,TInputs.HotelsSuggestInputView,directed
TInputs.HotelSearchAllInformationView_Previews,TInputs.StubHotelLocationSuggestServiceFactory,directed
TInputs.HotelSearchAllInformationView_Previews,TInputs.SearchHotelGuestsSelectionView,directed
TInputs.HotelSearchAllInformationView_Previews,TSnackbar.SnackbarStateMachine,directed
TInputs.HotelSearchAllInformationView_Previews,THaptics.StubHapticFeedbackManager,directed
TInputs.HotelSearchAllInformationView_Previews,TInputs.SearchAnimationStateMachine,directed
TInputs.HotelSearchAllInformationView_Previews,TInputs.StubHotelsSuggestInputViewNavigator,directed
TInputs.HotelSearchAllInformationView_Previews,TCalendar.CalendarStateMachine,directed
TInputs.HotelSearchAllInformationView_Previews,TLogging.StubLogger,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_HomeContentExt0,TProto.Travel_App_Backend_Api_Urlparser_V1_HomeContent,directed
TTrips.BookingsListViewExt0.Model,TUIUtils.Callbacks,directed
TTrips.BookingsListViewExt0.Model,TTrips.BookingsListState,directed
TProto.Travel_App_Backend_Api_Personalization_V1_HotelsSearchShortcut,TProto.Travel_App_Backend_Api_Personalization_V1_HotelsSearchShortcutExt0,directed
TProto.Travel_App_Backend_Api_Personalization_V1_HotelsSearchShortcut,TProto.Google_Type_Date,directed
TProto.Travel_App_Backend_Api_Geolocation_V1_GetTrainsLocationResponse,TProto.Travel_App_Backend_Api_Geolocation_V1_GeoPoint,directed
TProto.Travel_App_Backend_Api_Geolocation_V1_GetTrainsLocationResponse,TProto.Travel_App_Backend_Api_Geolocation_V1_GetTrainsLocationResponseExt0,directed
TUIComponents.LoadingView,TUIComponents.LoadingViewExt0,directed
TProto.Travel_App_Backend_Api_Tripstestcontext_V1_PlacesByCategoryExt0,TProto.Travel_App_Backend_Api_Tripstestcontext_V1_PlacesByCategory,directed
TAnalytics.MockTelemetryConfigurator,TAnalytics.MockTelemetryProvider,directed
TSnackbar.ToastSnackbarStyleExt0,TAnalytics.MetricEvent,directed
TSnackbar.ToastSnackbarStyleExt0,TSnackbar.ToastSnackbarStyleExt0.Icon,directed
TProto.Travel_App_Backend_Api_Avia_V1_SearchFiltersReq.DepartureAndArrivalFilter,TProto.Travel_App_Backend_Api_Avia_V1_SearchFiltersReq,directed
TravelUITests.AllAmenitiesScreen,TUITestsHelper.UITestElement,directed
TravelUITests.AllAmenitiesScreen,TravelUITests.HotelDetailScreen,directed
TProto.Travel_App_Backend_Api_Hotels_V1_RegionSuggestDataExt0,TProto.Travel_App_Backend_Api_Hotels_V1_RegionSuggestData,directed
TTrips.FetchPersistanceDataServicingExt0,TStore.Store,directed
TTrips.FetchPersistanceDataServicingExt0,TUIUtils.Callbacks,directed
TTrips.FetchPersistanceDataServicingExt0,TUIComponents.ContextErrorView,directed
TProto.Travel_App_Backend_Api_Commonorder_V1_CommandPaymentExt0,TProto.Travel_App_Backend_Api_Commonorder_V1_CommandPayment,directed
Travel.DiscoveryViewExt0.DiscoveryBlocksModel,Travel.DiscoveryBlockType,directed
Travel.DiscoveryViewExt0.DiscoveryBlocksModel,Travel.DiscoveryBlocksView,directed
TInputs.ChildSelectionView,TUIUtils.Callbacks,directed
TInputs.ChildSelectionView,TInputs.ChildSelectionViewExt0,directed
TInputs.ChildSelectionView,TLocalization.TLocalizationStrings,directed
TLoyaltyProgram.OldLoyaltyProfileBannerView,TUIComponents.ContextErrorView,directed
TLoyaltyProgram.OldLoyaltyProfileBannerView,TLoyaltyProgramAPI.OldLoyaltyProfileBannerViewModel,directed
TMapKit.MapControlExt0.MapControlImage,TUIComponents.PlainButton,directed
TProto.Travel_App_Backend_Api_Systemlocalhost_V1_ReloadRsp,TProto.Travel_App_Backend_Api_Systemlocalhost_V1_ReloadRspExt0,directed
Travel.CAShapeLayerExt0,Travel.HotelPlacemarkView,directed
TGallery.GalleryStateMachineExt0,TGallery.ImageSliderNavigation,directed
TGallery.GalleryStateMachineExt0,TGallery.GalleryStateMachineExt0.Action,directed
TGallery.GalleryStateMachineExt0,TGallery.HotelImagesFetchingStrategy,directed
TGallery.GalleryStateMachineExt0,TGallery.GalleryStateMachine,directed
TGallery.GalleryStateMachineExt0,TGallery.MockGalleryNavigator,directed
TGallery.GalleryStateMachineExt0,TGallery.GalleryGridView,directed
TravelUITests.TripSummaryStoriesScreen,TravelUITests.PhotoPickerScreen,directed
TravelUITests.TripSummaryStoriesScreen,TravelUITests.ShareSheetScreen,directed
TravelUITests.TripSummaryStoriesScreen,TUITestsHelper.UITestElement,directed
Travel.OldMapViewExt1,Travel.OldMapViewExt1.Coordinator,directed
TProto.Travel_App_Backend_Api_Hotelscommon_V1_LoyaltyInfoExt0,TProto.Travel_App_Backend_Api_Hotelscommon_V1_LoyaltyInfo,directed
TInputs.CommonInputsState,TInputs.CommonInputsStateExt0,directed
TInputs.CommonInputsState,TInputs.CommonInputsSuggestItem,directed
TInputs.CommonInputsState,TModels.ChildAge,directed
TInputs.CommonInputsState,TInputs.GeoSuggestState,directed
TInputs.CommonInputsState,TInputs.CommonInputsSuggests,directed
TUITestsHelper.MockServerFacade,TUITestsHelper.FileInBundle,directed
TUITestsHelper.MockServerFacade,TUITestsHelper.JsonMockOkResponse,directed
THotelDetailsMap.CompilationListExpandedView,THotelDetailsMap.CompilationListExpandedViewExt0,directed
THotelDetailsMap.CompilationListExpandedView,THotelDetailsMap.PlaceView,directed
TTravelMapAPI.MapSearchModel,TAnywhere.Proto,directed
TTravelMapAPI.MapSearchModel,TLocation.Coordinate,directed
Travel.HotelsSerpStateMachineExt0.Action,TUIComponents.GreatOfferAnalyticsModel,directed
Travel.HotelsSerpStateMachineExt0.Action,TMapKit.MapView,directed
Travel.HotelsSerpStateMachineExt0.Action,TAnywhere.Proto,directed
Travel.HotelsSerpStateMachineExt0.Action,TFiltersAPI.HotelsSearchSort,directed
Travel.HotelsSerpStateMachineExt0.Action,TLocation.Coordinate,directed
Travel.HotelsSerpStateMachineExt0.Action,Travel.NearbySearchContext,directed
Travel.HotelsSerpStateMachineExt0.Action,TLocation.MapPolygon,directed
Travel.HotelsSerpStateMachineExt0.Action,TFavoritesCore.FavoriteHotelSelection,directed
TProto.Travel_App_Backend_Api_Hotels_V1_GetHotelReqExt0,TProto.Travel_App_Backend_Api_Hotels_V1_GetHotelReq,directed
TProto.Travel_App_Backend_Api_Hotels_V1_RefundType,TProto.Travel_App_Backend_Api_Hotels_V1_RefundType,directed
TProto.Travel_App_Backend_Api_Hotels_V1_RefundType,TProto.Travel_App_Backend_Api_Hotels_V1_RefundTypeExt0,directed
TTravelMap.PlaceAmenityExt0,TAnywhere.Proto,directed
TNavigation.NavigationStateExt0,TravelUITests.Screen,directed
TNavigation.NavigationStateExt0,TNavigation.RouteSteps,directed
TNavigation.NavigationStateExt0,TAnalytics.MetricError,directed
TravelUITests.CalendarScreen,TravelUITests.SearchInformationCommonScreen,directed
TravelUITests.CalendarScreen,TravelUITests.CalendarScreen,directed
TravelUITests.CalendarScreen,TUITestsHelper.UITestElement,directed
TravelUITests.CalendarScreen,TravelUITests.HotelCollectionsInputsScreen,directed
TUIComponents.SkeletonItem_Previews,TUIComponents.SkeletonItem,directed
TLoyaltyProgram.LoyaltyPromoSheetView,TLoyaltyProgram.LoyaltyPromoSheetView.Model,directed
TLoyaltyProgram.LoyaltyPromoSheetView,TUIComponents.PushModalCloseButton,directed
TLoyaltyProgram.LoyaltyPromoSheetView,TUIUtils.Callbacks,directed
TLoyaltyProgram.LoyaltyPromoSheetView,TUIComponents.PlainButton,directed
TProto.Travel_App_Backend_Api_Trains_V1_SearchWebViewReq,TProto.Travel_App_Backend_Api_Trains_V1_SearchWebViewReqExt0,directed
TProto.Travel_App_Backend_Api_Trains_V1_SearchWebViewReq,TProto.Google_Type_Date,directed
TProto.Travel_App_Backend_Api_Hotels_V1_ReviewReactionType,TProto.Travel_App_Backend_Api_Hotels_V1_ReviewReactionTypeExt0,directed
TProto.Travel_App_Backend_Api_Hotels_V1_ReviewReactionType,TProto.Travel_App_Backend_Api_Hotels_V1_ReviewReactionType,directed
TravelUITests.DiscoveryScreen,TUITestsHelper.UITestElement,directed
TravelUITests.DiscoveryScreen,TravelUITests.DiscoveryScreen,directed
TravelUITests.DiscoveryScreen,TravelUITests.TripsScreen,directed
TravelUITests.DiscoveryScreen,TravelUITests.DebugPanelScreen,directed
TravelUITests.DiscoveryScreen,TravelUITests.SearchTripsWebViewWrapperScreen,directed
TravelUITests.DiscoveryScreen,TravelUITests.SearchInformationCommonScreen,directed
TravelUITests.DiscoveryScreen,TravelUITests.SmartCameraScreen,directed
TravelUITests.DiscoveryScreen,TravelUITests.HotelCollectionScreen,directed
TravelUITests.DiscoveryScreen,TravelUITests.HotelDetailScreen,directed
TravelUITests.DiscoveryScreen,TravelUITests.ProfileScreen,directed
TravelUITests.DiscoveryScreen,TravelUITests.TripSummaryStoriesScreen,directed
TravelUITests.DiscoveryScreen,TravelUITests.FavoriteScreen,directed
TravelUITests.DiscoveryScreen,TravelUITests.WebViewScreen,directed
TravelUITests.DiscoveryScreen,TravelUITests.InternalBrowserScreen,directed
TravelUITests.DiscoveryScreen,TravelUITests.TripGuideScreen,directed
THotelDetailsMap.MapLayersService,TSnackbar.SnackbarStateMachine,directed
THotelDetailsMap.MapLayersService,TTravelMapAPI.MapSearchModel,directed
THotelDetailsMap.MapLayersService,THotelDetailsMap.MapLayersServiceExt1,directed
THotelDetailsMap.MapLayersService,TNetwork.URLRequestFactory,directed
THotelDetailsMap.MapLayersService,THotelDetailsMap.MapLayersServiceExt0,directed
TProto.Travel_App_Backend_Api_Urlparser_V1_BuildURLResponse,TProto.Travel_App_Backend_Api_Urlparser_V1_BuildURLResponseExt0,directed
TInputs.TrainsSuggestModelExt0,TInputs.TrainsSuggestModel,directed
TInputs.TrainsSuggestModelExt0,TAnywhere.Proto,directed
TLocation.LocationStateMachineExt0.Action,TLocation.Location,directed
TLocation.CoordinateExt0,TAnywhere.Proto,directed
TLocation.CoordinateExt0,TLocation.Location,directed
TLocation.CoordinateExt0,TProtoMappers.CommonProto,directed
TravelUnitTests.PushPayloadExt0,TNotificationsHandling.PushPayload,directed
TProto.Travel_App_Backend_Api_Maprecommendations_V1_HotelObjectDetails,TProto.Travel_App_Backend_Api_Maprecommendations_V1_HotelObjectDetailsExt0,directed
TProto.Travel_App_Backend_Api_Maprecommendations_V1_HotelObjectDetails,TProto.Travel_App_Backend_Api_Hotels_V1_OfferInfo,directed
TProto.Travel_App_Backend_Api_Maprecommendations_V1_HotelObjectDetails,TProto.Travel_App_Backend_Api_Hotelscommon_V1_HotelID,directed
TWebView.PortalWebViewConfig,TWebView.PortalWebViewConfigExt0,directed
NewLoyaltyProgramUnitTests.BadgesViewTests,TNewLoyaltyProgram.BadgesView_Preview,directed
Travel.NSDataAssetExt0,Travel.TravelResources,directed
Travel.NSDataAssetExt0,Travel.TravelData,directed
Travel.ModerationBadgeView_Previews,Travel.ModerationBadgeView,directed
Travel.ModerationBadgeView_Previews,TUIUtils.IdentityViewModifier,directed
TUIComponents.InaccessibleContentPlaceholderPresets_Preview,TUIUtils.IdentityViewModifier,directed
TUIComponents.InaccessibleContentPlaceholderPresets_Preview,TUIComponents.InaccessibleContentPlaceholder,directed
TUIComponents.NothingFoundView,TLocalization.TLocalizationStrings,directed
TNotificationsInContext.NotificationSubscriptionsSyncServiceExt0,TLocalization.TLocalizationStrings,directed
TNotificationsInContext.NotificationSubscriptionsSyncServiceExt0,TAnywhere.Proto,directed
TNotificationsInContext.NotificationSubscriptionsSyncServiceExt0,TNotificationsInContextAPI.NotificationsRequestSchedule,directed
TProto.Travel_App_Backend_Api_Maprecommendations_V1_GetObjectsOnMapRequest,TProto.Google_Type_LatLng,directed
TProto.Travel_App_Backend_Api_Maprecommendations_V1_GetObjectsOnMapRequest,TProto.Travel_App_Backend_Api_Maprecommendations_V1_CommonRequestData,directed
TProto.Travel_App_Backend_Api_Maprecommendations_V1_GetObjectsOnMapRequest,TProto.Travel_App_Backend_Api_Maprecommendations_V1_LayerRequestParams,directed
TProto.Travel_App_Backend_Api_Maprecommendations_V1_GetObjectsOnMapRequest,TProto.Travel_App_Backend_Api_Maprecommendations_V1_GetObjectsOnMapRequestExt0,directed
TProto.Travel_App_Backend_Api_Maprecommendations_V1_GetObjectsOnMapRequest,TProto.Travel_App_Backend_Api_Hotelscommon_V1_BoundingBox,directed
Travel.DivProFullScreenModalView,Travel.UIViewControllerRepresenter,directed
TTripSummary.NumericStoryViewExt0.Model,TTripSummary.NumericStoryContentView,directed
TMediaManager.MediaManagerExt0,TMediaManager.MediaManagerExt0.PhotoModel,directed
TMediaManager.MediaManagerExt0,TMediaManager.MediaManagerExt0.PhotoType,directed
TProto.Travel_App_Backend_Api_Trips_V1_ListTripsRequestExt0,TProto.Travel_App_Backend_Api_Trips_V1_ListTripsRequest,directed
TUIComponents.RatingView,TUIComponents.RatingView,directed
TUIComponents.RatingView,TUIComponents.RatingViewExt0,directed
TUIComponents.RatingView,TModels.HotelRating,directed
TUIComponents.RatingView,TUIComponents.RatingViewExt1,directed
TProto.Travel_App_Backend_Api_Trips_V1_TripWidgetsExt0,TProto.Travel_App_Backend_Api_Trips_V1_TripWidgets,directed
TProto.Travel_App_Backend_Api_Trips_V1_AudioGuides,TProto.Travel_App_Backend_Api_Trips_V1_AudioGuide,directed
TProto.Travel_App_Backend_Api_Trips_V1_AudioGuides,TProto.Travel_App_Backend_Api_Trips_V1_AudioGuidesExt0,directed
TProto.Travel_App_Backend_Api_Hotels_V1_OfferInfo,TProto.Travel_App_Backend_Api_Hotels_V1_CancellationInfo,directed
TProto.Travel_App_Backend_Api_Hotels_V1_OfferInfo,TProto.Travel_App_Backend_Api_Hotels_V1_GreatOfferInfo,directed
TProto.Travel_App_Backend_Api_Hotels_V1_OfferInfo,TProto.Travel_App_Backend_Api_Hotels_V1_GuestPlacement,directed
TProto.Travel_App_Backend_Api_Hotels_V1_OfferInfo,TProto.Travel_App_Backend_Api_Common_V1_HotelBadge,directed
TProto.Travel_App_Backend_Api_Hotels_V1_OfferInfo,TProto.Travel_App_Backend_Api_Hotels_V1_OfferInfoExt0,directed
TProto.Travel_App_Backend_Api_Hotels_V1_OfferInfo,TProto.Travel_App_Backend_Api_Hotels_V1_YandexPlusInfo,directed
TProto.Travel_App_Backend_Api_Hotels_V1_OfferInfo,TProto.Travel_App_Backend_Api_Hotels_V1_PansionInfo,directed
TProto.Travel_App_Backend_Api_Hotels_V1_OfferInfo,TProto.Travel_App_Backend_Api_Hotels_V1_DiscountInfo,directed
TProto.Travel_App_Backend_Api_Hotels_V1_OfferInfo,TProto.Travel_App_Backend_Api_Hotels_V1_SpecialHotelBadge,directed
TProto.Travel_App_Backend_Api_Hotels_V1_OfferInfo,TProto.Travel_App_Backend_Api_Hotels_V1_RedirectInfo,directed
TProto.Travel_App_Backend_Api_Maprecommendations_V1_OpenHoursAtDay,TProto.Google_Type_DayOfWeek,directed
TProto.Travel_App_Backend_Api_Maprecommendations_V1_OpenHoursAtDay,TProto.Travel_App_Backend_Api_Maprecommendations_V1_OpenHoursAtDayExt0,directed
TProto.Travel_App_Backend_Api_Maprecommendations_V1_OpenHoursAtDay,TProto.Travel_App_Backend_Api_Maprecommendations_V1_OpenHoursAtDayInterval,directed
Travel.DiscoverySmartRatingView,Travel.DiscoverySmartRatingViewExt0,directed
Travel.DiscoverySmartRatingView,TLocalization.TLocalizationStrings,directed
TProto.Travel_App_Backend_Api_Trips_V1_SummaryStoryExt0,TProto.Travel_App_Backend_Api_Trips_V1_LoyaltyStory,directed
TProto.Travel_App_Backend_Api_Trips_V1_SummaryStoryExt0,TProto.Travel_App_Backend_Api_Trips_V1_SummaryStory,directed
TProto.Travel_App_Backend_Api_Trips_V1_SummaryStoryExt0,TProto.Travel_App_Backend_Api_Trips_V1_NumericFactStory,directed
TProto.Travel_App_Backend_Api_Trips_V1_SummaryStoryExt0,TProto.Travel_App_Backend_Api_Trips_V1_GreetingStory,directed
THelpCenter.HelpCenterErrorViewExt0,THelpCenter.HelpCenterErrorViewExt0.Model,directed
